nome,cpf,idade,data,endereco,estado
DR. LUIZ FERNANDO DAS NEVES,146.387.259-37,58,1966-02-21,"VIADUTO DE MARTINS, 24
VILA ANTENA
55987-196 ARAÚJO DO AMPARO / RO",CEARÁ
CAIO AZEVEDO,428.759.361-82,73,1951-03-04,"LARGO CARDOSO, 23
VILA NOVA GAMELEIRA 2ª SEÇÃO
29717727 FERREIRA / AL",SÃO PAULO
ENRICO NOVAES,457.692.038-38,73,1950-11-08,"VILA HELOÍSA BARBOSA, 666
CONJUNTO SÃO FRANCISCO DE ASSIS
19537340 FARIAS / RN",PARÁ
ANA CLARA MOREIRA,075.412.368-53,87,1936-12-15,"RESIDENCIAL DE ARAGÃO
ANDIROBA
91004-368 CARDOSO / SC",PIAUÍ
ENRICO RIBEIRO,965.734.108-66,26,1998-02-24,"LOTEAMENTO LOPES, 2
VILA SATÉLITE
54279721 RAMOS DA PRATA / CE",PARANÁ
EVELYN ARAGÃO,548.372.061-07,85,1938-04-19,"ESTRADA REBECA CALDEIRA, 440
MARÇOLA
11027-170 FREITAS GRANDE / GO",ESPÍRITO SANTO
THALES MOREIRA,406.135.728-07,63,1960-07-31,"QUADRA FARIAS
JARDIM GUANABARA
71294724 CALDEIRA / RO",RORAIMA
HEITOR MENDES,097.426.351-61,56,1968-01-13,"LAGOA DE FARIAS
ALTA TENSÃO 2ª SEÇÃO
86838429 PIRES / AL",AMAZONAS
SARAH NASCIMENTO,938.574.026-10,40,1983-05-14,"LARGO DE DA COSTA, 400
VILA JARDIM ALVORADA
20608-388 CARDOSO DE CARDOSO / CE",RONDÔNIA
SRA. YASMIN MELO,510.274.968-49,18,2005-07-22,"LOTEAMENTO ALMEIDA, 821
CONJUNTO SANTA MARIA
15401946 NUNES DE GOIÁS / TO",PERNAMBUCO
SR. MARCELO COSTELA,895.603.427-38,23,2000-08-16,"CHÁCARA CLARICE DA COSTA, 135
CARDOSO
90569-230 DA LUZ VERDE / BA",PIAUÍ
MARIA CECÍLIA ARAÚJO,752.943.601-52,76,1948-03-20,"DISTRITO NATHAN MELO, 3
UNIVERSITÁRIO
45685584 ALMEIDA / PA",MINAS GERAIS
ENZO GABRIEL RIBEIRO,965.231.708-02,63,1960-06-20,"RECANTO NUNES, 87
VILA UNIÃO
40623-455 MOURA / AP",RORAIMA
MIGUEL DA ROSA,168.907.235-03,43,1980-04-24,"ESPLANADA CARVALHO, 8
PAULO VI
43997-378 CORREIA / CE",GOIÁS
MARIA VITÓRIA FERREIRA,914.863.027-69,23,2000-11-09,"LAGO LIMA, 6
PROVIDENCIA
64509-958 PORTO / SP",CEARÁ
SR. VITOR GABRIEL GOMES,348.902.157-60,48,1975-11-29,"VALE COSTELA, 49
JONAS VEIGA
14400-610 NOGUEIRA / MT",ALAGOAS
BIANCA PINTO,541.908.362-06,80,1943-05-29,"LAGOA SALES, 43
VILA SANTA MONICA 2ª SEÇÃO
48899443 JESUS / AL",GOIÁS
IGOR MELO,519.307.648-39,97,1927-03-31,"VIADUTO NOGUEIRA
GROTA
13502920 FERREIRA DO NORTE / RO",SÃO PAULO
SRA. VITÓRIA CARVALHO,528.049.736-38,35,1989-02-20,"JARDIM FERNANDA MOURA, 767
CDI JATOBA
32504010 MOREIRA DOS DOURADOS / AM",MATO GROSSO
SOFIA DUARTE,412.835.697-28,18,2005-07-09,"MORRO ISAAC FREITAS, 543
VILA NOVA CACHOEIRINHA 2ª SEÇÃO
97116686 COSTELA / RR",RIO GRANDE DO NORTE
BRENDA NOGUEIRA,160.294.358-33,56,1967-07-23,"PÁTIO DE ALMEIDA, 4
MALA E CUIA
08990015 ARAGÃO DA MATA / TO",AMAZONAS
RAFAEL FOGAÇA,569.137.028-68,93,1931-03-04,"SETOR DE DA ROSA, 401
NOVA VISTA
61631-368 CAVALCANTI DO AMPARO / SP",MARANHÃO
ANA NASCIMENTO,295.701.634-61,72,1951-11-22,"CHÁCARA DE MARTINS, 14
NOSSA SENHORA DO ROSÁRIO
72885-747 MOREIRA / RN",AMAPÁ
DR. JUAN DA ROCHA,475.683.021-80,74,1949-10-02,"LADEIRA DE DA MOTA, 16
VILA JARDIM LEBLON
67696-414 NASCIMENTO DO AMPARO / MT",AMAZONAS
ANA LAURA ROCHA,531.672.409-70,32,1992-01-11,"SÍTIO THOMAS RODRIGUES, 41
SÃO DAMIÃO
21922138 PINTO / AL",PIAUÍ
MARIA ALICE DA ROCHA,906.324.817-22,90,1933-12-22,"TRAVESSA DE CORREIA, 46
GUARANI
34453-251 SOUZA / AC",SÃO PAULO
ELISA LOPES,790.412.658-30,99,1924-07-02,"PASSARELA ALEXANDRE DA CUNHA
VILA COQUEIRAL
15467-423 CUNHA / RR",MATO GROSSO
DAVI LUCCA PEREIRA,597.038.421-60,70,1954-01-28,"JARDIM DE BARROS, 16
VILA CALIFÓRNIA
19490812 TEIXEIRA ALEGRE / CE",AMAZONAS
MARINA FOGAÇA,410.275.689-20,61,1962-04-07,"PRAÇA LUIZ HENRIQUE CORREIA, 81
GUARATÃ
57294-260 PEREIRA / PE",GOIÁS
BERNARDO RAMOS,105.689.243-98,80,1943-09-03,"LAGOA LUIZA GONÇALVES, 979
PIRATININGA
04066541 DA MATA / SE",AMAPÁ
ANA LÍVIA LOPES,971.503.862-02,63,1960-11-10,"PARQUE DE BARBOSA, 57
ANCHIETA
16750-400 LIMA / GO",CEARÁ
MIGUEL SILVA,920.437.568-00,40,1984-02-28,"LADEIRA DAS NEVES, 9
NOVA FLORESTA
61985548 CARVALHO DO SUL / PE",RONDÔNIA
SR. ARTHUR DA CRUZ,693.084.275-38,83,1940-06-24,"LAGO DE CAVALCANTI
VILA BETÂNIA
10086-430 NUNES / TO",SERGIPE
JULIA DA MOTA,571.402.968-20,75,1948-09-30,"FEIRA NOGUEIRA, 68
SANTO ANTÔNIO
23309816 DA CUNHA DO CAMPO / TO",RIO DE JANEIRO
AGATHA ROCHA,853.279.160-30,52,1971-11-01,"SETOR DE DIAS
SÃO BENEDITO
48841767 SALES DA SERRA / RS",ALAGOAS
ISABEL CARDOSO,608.127.493-40,95,1928-08-11,"CAMPO DA MATA, 42
MORRO DOS MACACOS
65731-340 SANTOS / MG",MATO GROSSO DO SUL
MARCOS VINICIUS MOURA,451.293.876-19,64,1959-11-29,"PARQUE DIAS, 687
PAULO VI
49685-024 MENDES / PR",RIO DE JANEIRO
LEVI DA CUNHA,718.469.350-75,98,1925-04-28,"COLÔNIA DE VIANA, 6
PONGELUPE
67120-856 JESUS ALEGRE / SE",ALAGOAS
CAUÃ VIEIRA,427.103.569-61,76,1947-07-29,"VIA DA MATA
BERNADETE
38006-140 CAMPOS / RO",PIAUÍ
MARIA ALICE FERREIRA,105.239.746-80,37,1986-05-01,"PRAÇA DE DUARTE, 194
GUARANI
14287-231 CAMPOS DAS FLORES / MT",AMAPÁ
DRA. ISABELLY SOUZA,725.469.810-30,33,1990-05-23,"CAMPO DE MOURA, 60
PRIMEIRO DE MAIO
96794431 MARTINS GRANDE / RN",DISTRITO FEDERAL
HEITOR REZENDE,174.689.053-39,72,1951-09-28,"ÁREA DUARTE, 628
CONJUNTO LAGOA
02753538 CALDEIRA / RR",ACRE
MARIA VITÓRIA JESUS,493.861.520-70,47,1977-02-16,"SÍTIO DE MOURA, 13
PARAÍSO
39110-733 SOUZA DO NORTE / RS",RORAIMA
EMANUEL DUARTE,762.084.591-76,21,2003-02-23,"RUA DE FOGAÇA, 71
OURO PRETO
35703-947 DA PAZ DA MATA / AM",SANTA CATARINA
IAN LIMA,163.458.907-66,86,1937-07-05,"RUA DE MARTINS, 9
UNIÃO
15652-188 CASTRO / AC",RORAIMA
VITOR ALVES,687.901.342-22,27,1996-06-13,"ESPLANADA ANA LAURA OLIVEIRA, 667
RIBEIRO DE ABREU
79395-958 FARIAS DAS FLORES / DF",DISTRITO FEDERAL
RAFAEL RAMOS,946.581.073-84,69,1954-05-17,"ESPLANADA ALMEIDA, 4
VILA FUMEC
39123310 SILVEIRA GRANDE / PR",ALAGOAS
RYAN DA CUNHA,412.637.059-52,86,1937-11-04,"MORRO DE CARDOSO
CAMPONESA 2ª SEÇÃO
49627-572 DIAS DE DA PAZ / GO",SERGIPE
MARIA DA CUNHA,539.201.486-06,77,1946-10-07,"RESIDENCIAL DE DUARTE
VILA UNIÃO
83800-181 JESUS DO SUL / PE",RIO DE JANEIRO
SRTA. MILENA CARDOSO,832.047.961-40,66,1958-03-07,"PRAÇA ALMEIDA, 71
CAPITÃO EDUARDO
13730300 FERREIRA DOS DOURADOS / RJ",BAHIA
BRYAN RAMOS,043.619.582-89,30,1993-10-30,"PRAIA COSTA, 35
JARDIM LEBLON
29456317 LOPES / GO",RORAIMA
LUIGI SANTOS,273.940.165-52,37,1987-01-04,"VIA LUIGI PEIXOTO, 61
SÃO GABRIEL
48847273 PORTO DA MATA / AP",AMAPÁ
ISABELLA DUARTE,023.856.714-17,43,1980-09-28,"ESTRADA DIOGO DA MATA, 91
VILA NOVA CACHOEIRINHA 3ª SEÇÃO
89436-034 VIEIRA DO OESTE / PI",ESPÍRITO SANTO
SOPHIE AZEVEDO,214.796.580-49,97,1926-08-11,"RUA KAIQUE FREITAS, 8
UNIVERSO
75626-745 BARROS / RR",AMAZONAS
MATHEUS CARVALHO,592.863.174-09,60,1963-08-31,"VIELA DE ALMEIDA
UNIÃO
65843844 BARBOSA / RN",MINAS GERAIS
JÚLIA DA CRUZ,714.093.856-39,94,1930-02-12,"LAGOA JOÃO PEDRO ALVES
DAS INDUSTRIAS I
30340295 OLIVEIRA DE GOIÁS / PB",GOIÁS
VITOR PEIXOTO,489.215.063-06,76,1947-07-24,"TREVO DE CARDOSO, 40
VALE DO JATOBA
22565-264 DA CUNHA DO NORTE / RS",MATO GROSSO DO SUL
AMANDA CASTRO,305.817.249-41,43,1980-04-05,"FAVELA ERICK PEREIRA, 672
VILA COPACABANA
16489668 BARROS / AM",RORAIMA
LUCAS LIMA,240.719.568-01,91,1932-06-16,"VALE IGOR CASTRO, 928
MARAVILHA
19728761 PEREIRA DO OESTE / BA",BAHIA
RAQUEL RAMOS,052.793.146-25,66,1957-10-16,"VEREDA DE COSTA, 27
MADRE GERTRUDES
11830634 GONÇALVES / RN",RORAIMA
DRA. REBECA NASCIMENTO,431.987.625-37,82,1941-04-07,"RESIDENCIAL NOGUEIRA, 954
VILA OESTE
79622-042 SALES DO NORTE / PB",TOCANTINS
THEO DA CONCEIÇÃO,846.571.329-46,29,1995-03-22,"FAZENDA MARIA RIBEIRO, 81
VILA SÃO PAULO
48192917 SILVA / SE",ACRE
THIAGO DA CUNHA,631.409.258-24,90,1933-06-08,"VIELA DE ARAGÃO, 291
UNIÃO
68336231 MORAES DE PIRES / RJ",RONDÔNIA
DAVI LUCAS MOREIRA,169.854.207-02,59,1964-12-30,"ESTRADA DE DA COSTA, 92
VILA DO POMBAL
01699471 NASCIMENTO DE CAVALCANTI / PA",SERGIPE
HELENA COSTELA,950.372.681-68,28,1996-02-01,"COLÔNIA DE FOGAÇA, 78
VILA AEROPORTO JARAGUÁ
63760-406 REZENDE DA PRAIA / AC",RORAIMA
BEATRIZ PEIXOTO,243.718.069-96,80,1943-04-11,"CAMPO DE MOURA, 904
ALTO CAIÇARAS
12573-093 DA COSTA DE SOUZA / PE",BAHIA
LUIGI FERNANDES,846.057.921-20,48,1976-02-02,"ESTAÇÃO IGOR CUNHA, 21
PILAR
56540380 PEIXOTO / PB",RORAIMA
GABRIELLY ALMEIDA,831.540.927-14,66,1958-01-11,"ESTRADA DA CONCEIÇÃO, 23
INDAIÁ
00460-397 PIRES DE PEREIRA / MS",PARÁ
SAMUEL SALES,439.526.781-55,75,1948-08-19,"MORRO DE COSTELA, 73
VILA DA LUZ
54910873 DA ROSA / MG",RONDÔNIA
DR. OTÁVIO COSTA,095.216.837-59,36,1987-08-09,"CHÁCARA DA CONCEIÇÃO, 2
JULIANA
64511082 CAMPOS DAS FLORES / BA",CEARÁ
SRTA. ANA BEATRIZ DA MATA,429.807.615-67,91,1933-01-28,"FEIRA DE MARTINS, 79
VITORIA DA CONQUISTA
46900111 CAMPOS ALEGRE / PA",ALAGOAS
JOÃO RODRIGUES,594.081.276-76,25,1999-02-19,"COLÔNIA DUARTE, 56
MARMITEIROS
09414-573 VIEIRA DE LOPES / PE",PERNAMBUCO
NATHAN FARIAS,521.097.438-32,39,1985-01-12,"TRAVESSA JOANA GONÇALVES, 44
LAJEDO
43222-218 BARBOSA / AL",MATO GROSSO
DR. RAFAEL PEREIRA,581.967.342-55,56,1967-07-15,"SÍTIO ISIS CAMPOS, 81
DISTRITO INDUSTRIAL DO JATOBA
70530-763 DA CUNHA GRANDE / AC",AMAPÁ
JÚLIA PEREIRA,871.263.590-12,29,1995-02-08,"LAGOA SANTOS
PETROPOLIS
36901-640 DA CUNHA / MT",BAHIA
DRA. LAURA BARBOSA,031.769.482-04,67,1956-12-23,"LADEIRA DE MOURA, 84
NOVA SUÍÇA
58827544 ALMEIDA DE DA MOTA / RR",MINAS GERAIS
JULIANA PINTO,385.410.967-93,70,1953-12-18,"RODOVIA SALES, 21
VILA CANTO DO SABIÁ
79051-262 MENDES / PI",RIO GRANDE DO SUL
JOANA MONTEIRO,138.960.745-39,55,1968-09-29,"PARQUE DE COSTELA, 668
AGUAS CLARAS
24355112 DUARTE / TO",ACRE
DR. YAGO DA ROCHA,698.157.432-28,75,1948-06-15,"FAZENDA CAVALCANTI, 859
ALTO BARROCA
69950997 REZENDE DE GOIÁS / MT",RONDÔNIA
MIGUEL NOGUEIRA,869.312.407-22,56,1967-07-12,"QUADRA DE FERREIRA
CENACULO
49974-369 BARBOSA ALEGRE / PI",PIAUÍ
ISADORA DA ROCHA,725.134.690-70,95,1929-02-20,"VIA IGOR DA MATA, 81
LARANJEIRAS
85218769 CORREIA / ES",AMAPÁ
CLARA COSTELA,380.179.245-50,81,1942-07-13,"TREVO JOÃO PEDRO ARAÚJO, 7
SAGRADA FAMÍLIA
68500851 CARDOSO DO AMPARO / DF",ALAGOAS
DR. ENZO GABRIEL ROCHA,473.526.019-61,62,1962-04-03,"CONDOMÍNIO DA CUNHA, 4
UNIDAS
30425743 BARBOSA / PA",ALAGOAS
MAYSA MONTEIRO,615.387.024-44,94,1929-10-27,"PARQUE HENRIQUE TEIXEIRA, 32
GROTINHA
57134822 CUNHA DO SUL / RR",SANTA CATARINA
MARIA ALICE DA ROSA,710.863.549-66,29,1994-05-09,"VEREDA SILVEIRA, 8
BOM JESUS
17672142 COSTA PAULISTA / RR",PARAÍBA
MAYSA LOPES,196.075.284-76,60,1963-05-30,"AVENIDA DE ARAÚJO, 28
ESPLANADA
01624-960 SILVA VERDE / RS",MATO GROSSO
SRTA. YASMIN JESUS,586.104.732-44,91,1932-05-28,"FAZENDA LETÍCIA COSTELA, 6
PETROPOLIS
61073-640 CARDOSO DO CAMPO / AM",PARÁ
MARIANA COSTELA,372.684.905-00,38,1985-11-09,"CAMPO PEIXOTO, 75
INDEPENDÊNCIA
20101298 SALES / SC",RIO GRANDE DO NORTE
CLARA ALMEIDA,842.609.735-92,35,1988-11-23,"PARQUE ELOAH COSTA, 91
SÃO GERALDO
63810102 DA CUNHA / RS",ALAGOAS
SOFIA ARAGÃO,687.231.504-08,35,1988-08-13,"RUA DE SANTOS, 955
AMBROSINA
57866655 SILVEIRA DE COSTELA / RS",MATO GROSSO DO SUL
ELISA BARROS,546.180.379-20,27,1997-01-19,"ESTRADA SALES, 13
JARDIM FELICIDADE
75253131 SILVEIRA GRANDE / RN",ESPÍRITO SANTO
JOANA SILVA,349.051.867-57,24,1999-09-19,"CHÁCARA MIGUEL FOGAÇA
LARANJEIRAS
52800515 SOUZA VERDE / PE",PERNAMBUCO
LORENZO PORTO,812.943.670-13,63,1960-05-14,"AVENIDA DE ARAÚJO, 1
NOSSA SENHORA DA APARECIDA
80268064 FARIAS DO NORTE / GO",MINAS GERAIS
VITÓRIA BARBOSA,583.672.910-77,47,1976-10-19,"VALE DE MONTEIRO, 267
MARIETA 2ª SEÇÃO
18778381 ROCHA DE NOVAES / ES",SÃO PAULO
ALÍCIA DA ROSA,035.689.421-51,83,1940-04-05,"TRECHO LUANA BARROS, 338
SANTA MARIA
59886-064 OLIVEIRA DOS DOURADOS / MG",MARANHÃO
LUCAS MONTEIRO,739.164.508-75,97,1926-12-11,"PARQUE ENZO ALMEIDA, 62
PIRATININGA
40855025 MENDES DE CARDOSO / AC",ALAGOAS
RODRIGO CALDEIRA,816.723.954-37,47,1976-12-22,"CONDOMÍNIO JOANA LIMA
PIRATININGA
68175-021 ARAGÃO / MT",BAHIA
LUNA REZENDE,456.197.830-57,51,1972-05-21,"ESPLANADA MATHEUS DA COSTA, 90
PAULO VI
45629272 DA CUNHA DO SUL / RN",RORAIMA
DIOGO REZENDE,680.419.253-24,80,1943-12-01,"RESIDENCIAL NOVAES, 84
VILA DA AMIZADE
20541475 SOUZA / PI",BAHIA
ANTHONY DA COSTA,805.693.271-21,65,1959-01-09,"PRAIA IAN DA MOTA, 383
NOVA CINTRA
10778-914 AZEVEDO / RO",SANTA CATARINA
MARIA CECÍLIA VIEIRA,716.239.854-55,58,1965-07-10,"RODOVIA EMANUEL DA CRUZ
NOVA ESPERANÇA
55412380 BARBOSA / PE",AMAZONAS
SRA. MARIA JULIA NOVAES,019.487.625-01,42,1981-04-27,"LADEIRA DA CRUZ, 635
COQUEIROS
88216574 CAVALCANTI DA SERRA / BA",PARAÍBA
JOÃO PEDRO PEIXOTO,243.158.976-55,64,1960-02-10,"TRECHO CAVALCANTI, 3
ACABA MUNDO
20198027 CARDOSO / PR",ACRE
ALANA FERNANDES,198.257.643-09,47,1976-08-29,"ESTAÇÃO ROCHA, 975
MARIETA 2ª SEÇÃO
56651-581 CAVALCANTI DE SILVEIRA / SC",TOCANTINS
SRA. MIRELLA REZENDE,247.910.538-50,50,1973-08-29,"VALE DE CAVALCANTI, 98
VILA HAVAÍ
39064-438 DA MOTA / ES",ACRE
GABRIELLY MOREIRA,608.432.751-62,52,1971-09-18,"LAGO CALDEIRA, 363
BARÃO HOMEM DE MELO 1ª SEÇÃO
77549-927 CARDOSO / AM",MATO GROSSO
SRA. SOFIA SOUZA,605.384.719-48,90,1933-06-14,"VILA GOMES, 366
SERRA
76107-117 DA COSTA / PB",GOIÁS
MARIANE MELO,735.619.820-77,74,1949-12-16,"RODOVIA ANA BEATRIZ CARDOSO, 97
ETELVINA CARNEIRO
35020-490 DA COSTA GRANDE / PR",SANTA CATARINA
LORENA SOUZA,048.652.197-49,36,1987-06-15,"VEREDA SALES, 83
OURO MINAS
23049-591 DA MATA / AL",AMAPÁ
FERNANDO DA MATA,280.156.437-08,27,1996-06-30,"LADEIRA CLARA DA CRUZ, 37
APARECIDA 7ª SEÇÃO
12075780 MENDES DE PIRES / PB",PIAUÍ
LAURA CARDOSO,821.405.736-17,29,1994-04-26,"SETOR DE COSTA, 1
NOVA AMERICA
31050205 DA CONCEIÇÃO / ES",ALAGOAS
MARINA DA CRUZ,724.183.650-26,51,1972-06-21,"AVENIDA CASTRO, 718
SANTO AGOSTINHO
39257-743 SALES PAULISTA / PE",PIAUÍ
MARIA ROCHA,163.247.980-03,39,1984-11-02,"RECANTO ISABEL DA CONCEIÇÃO, 6
VILA MADRE GERTRUDES 4ª SEÇÃO
17777517 DIAS / RS",MATO GROSSO DO SUL
PEDRO HENRIQUE ALMEIDA,318.764.950-57,46,1977-08-25,"NÚCLEO DE RODRIGUES, 95
MARIA VIRGÍNIA
67632-408 JESUS / AM",AMAPÁ
DR. DAVI LUIZ NUNES,604.579.123-16,88,1935-08-19,"SETOR DE BARROS, 58
VILA OURO MINAS
24854-759 RODRIGUES / SP",AMAPÁ
VITOR GABRIEL COSTELA,175.409.326-43,56,1967-04-15,"PRAIA PIETRA CALDEIRA, 60
TÚNEL DE IBIRITÉ
60413-374 DA MOTA DOS DOURADOS / GO",MATO GROSSO DO SUL
DR. LUIGI BARBOSA,641.739.085-39,99,1924-11-24,"QUADRA YASMIN CALDEIRA, 4
SALGADO FILHO
37428997 MOREIRA DO GALHO / PE",DISTRITO FEDERAL
RODRIGO AZEVEDO,687.410.953-75,22,2001-12-06,"PRAIA DE NOGUEIRA
CALIFÓRNIA
47799937 RODRIGUES / ES",MINAS GERAIS
PEDRO HENRIQUE CARDOSO,324.017.958-04,50,1973-05-31,"RUA DE CASTRO, 65
VILA JARDIM SÃO JOSÉ
53839-720 FERNANDES PAULISTA / PA",ESPÍRITO SANTO
SR. JOÃO CARDOSO,032.758.964-74,19,2005-03-03,"PÁTIO ANTÔNIO DA MOTA, 79
MARIA VIRGÍNIA
80967-589 DA LUZ / PR",GOIÁS
MARIA JULIA NUNES,381.756.402-35,76,1947-10-09,"SETOR DE FERREIRA
LORENA
53700673 DA LUZ / RN",MATO GROSSO
FERNANDA DUARTE,453.216.980-15,23,2000-10-31,"VEREDA DA ROCHA, 6
BANDEIRANTES
97565092 RODRIGUES DO GALHO / MA",AMAZONAS
MARCOS VINICIUS OLIVEIRA,280.153.796-95,81,1943-03-02,"PARQUE DE AZEVEDO, 8
LAGOINHA LEBLON
23921-386 ALVES / AL",MATO GROSSO DO SUL
LEANDRO ARAGÃO,124.573.098-32,99,1924-10-17,"CAMPO GABRIELA RODRIGUES, 9
PIRAJA
67344423 PORTO DO AMPARO / AC",RONDÔNIA
MARIA ALICE VIEIRA,832.506.714-44,68,1955-05-04,"VIA NOGUEIRA, 82
ANDIROBA
03233-852 MORAES / SE",ALAGOAS
ANA LUIZA JESUS,541.896.327-91,65,1958-06-14,Desconhecido,BAHIA
GUILHERME CARDOSO,197.582.630-21,72,1952-03-27,"TREVO NICOLE DA CRUZ, 7
CONJUNTO PROVIDENCIA
11509884 CAVALCANTI DE MINAS / RS",SANTA CATARINA
LUIZ FELIPE AZEVEDO,439.160.725-52,49,1975-03-19,"CAMPO ERICK FERNANDES, 464
SÃO BENEDITO
76887327 CAMPOS DE MENDES / AC",RIO GRANDE DO NORTE
NATHAN ARAÚJO,813.402.695-89,60,1963-06-14,"QUADRA DE MARTINS
NAZARE
23016-369 OLIVEIRA DE MINAS / AM",PARANÁ
CLARA FERREIRA,467.319.852-28,79,1945-01-22,"FAZENDA DE FERREIRA, 76
CONJUNTO PAULO VI
54239086 NUNES / MS",GOIÁS
FELIPE DA MATA,634.920.187-69,85,1938-12-02,"ESTRADA GABRIELLY ROCHA, 634
OURO MINAS
95202077 VIANA / PA",RONDÔNIA
ENZO GABRIEL AZEVEDO,789.531.604-48,67,1956-04-27,"ESTAÇÃO CARDOSO, 175
BARÃO HOMEM DE MELO 1ª SEÇÃO
09804148 GONÇALVES DO GALHO / SC",PARÁ
MAITÊ BARBOSA,231.648.705-07,20,2003-05-18,"ESTRADA DUARTE, 37
MARMITEIROS
24369771 RIBEIRO DO GALHO / MS",DISTRITO FEDERAL
SRTA. ISIS DA CRUZ,073.618.249-78,89,1934-08-30,"PRAIA MOREIRA, 20
SÃO JORGE 2ª SEÇÃO
94716-893 DUARTE DA MATA / TO",RONDÔNIA
OTÁVIO DA MATA,835.072.469-29,51,1972-05-06,"LARGO DE DA CRUZ, 431
MANGUEIRAS
02714780 AZEVEDO / TO",PARANÁ
SOPHIE CASTRO,165.328.479-09,40,1983-05-27,"TREVO DE MORAES, 78
BAIRRO DAS INDÚSTRIAS II
45125491 SALES / TO",RIO GRANDE DO NORTE
DIOGO DA CUNHA,263.895.041-60,33,1990-05-29,"DISTRITO KAIQUE COSTA, 17
NOVO GLÓRIA
46996567 SOUZA DO GALHO / RJ",MARANHÃO
BENÍCIO FERNANDES,389.160.527-77,30,1993-09-13,"CONDOMÍNIO DA CUNHA, 964
CONJUNTO CALIFÓRNIA I
67255-410 DA CRUZ / ES",ALAGOAS
JOÃO PEDRO SILVA,523.846.091-06,45,1978-12-25,"PRAIA DE ALMEIDA, 38
VILA NOVA GAMELEIRA 3ª SEÇÃO
54576-192 VIEIRA DA PRATA / MG",PERNAMBUCO
HELOÍSA CUNHA,260.935.487-83,20,2003-11-15,"AEROPORTO SANTOS, 94
ADEMAR MALDONADO
41937-961 MORAES DO SUL / PI",PERNAMBUCO
BRUNO NOVAES,190.734.658-93,72,1951-04-05,"ALAMEDA DE DA MATA, 18
BARROCA
13387129 GOMES / MS",AMAPÁ
LEVI CAVALCANTI,291.367.458-55,80,1944-03-25,"AEROPORTO ARAGÃO, 8
GUARANI
57857653 ROCHA / DF",BAHIA
JOÃO PEDRO LOPES,407.389.216-96,53,1970-04-15,"VEREDA DANIEL GONÇALVES, 6
BACURAU
96830-555 CARDOSO / PB",SÃO PAULO
HELOÍSA DA LUZ,569.471.830-57,61,1963-01-03,"CONJUNTO DE CUNHA, 63
ESTRELA
07472157 ALMEIDA ALEGRE / SP",RONDÔNIA
LORENA GOMES,298.036.457-65,20,2004-03-18,"RODOVIA DE CAVALCANTI, 47
CAPITÃO EDUARDO
09605665 RIBEIRO / AP",SERGIPE
MILENA VIEIRA,623.518.490-51,97,1927-01-05,"LOTEAMENTO THIAGO FERNANDES, 51
GRAÇA
12694-138 MARTINS / PB",DISTRITO FEDERAL
MILENA RAMOS,160.527.493-34,46,1977-09-06,"PRAÇA BRENO RIBEIRO
VISTA DO SOL
12554-127 VIANA DE JESUS / PB",SÃO PAULO
VITOR HUGO RAMOS,286.790.413-78,73,1951-02-14,"VIELA ALICE NOGUEIRA, 65
OLARIA
24640044 DUARTE VERDE / MA",DISTRITO FEDERAL
ANA JULIA NASCIMENTO,197.034.862-31,63,1960-10-04,"AEROPORTO CAVALCANTI
COQUEIROS
47705002 FARIAS / SE",PARÁ
DR. ENRICO CARVALHO,254.079.386-00,54,1969-04-10,"TRAVESSA DE SANTOS
GARÇAS
00882775 NOGUEIRA DO OESTE / MT",PERNAMBUCO
VITOR HUGO CUNHA,701.638.549-39,91,1933-02-02,"PASSARELA ISIS PORTO, 38
CAPITÃO EDUARDO
59540065 DA CRUZ / PA",SANTA CATARINA
DR. SAMUEL MOURA,402.517.398-05,22,2001-11-24,"PARQUE DANIEL PINTO, 7
VISTA ALEGRE
12655421 GOMES DA PRAIA / MT",DISTRITO FEDERAL
LUANA NASCIMENTO,314.726.089-50,30,1993-12-13,"VILA LETÍCIA DA PAZ, 17
MARAJÓ
64325-663 COSTA / CE",MATO GROSSO DO SUL
DRA. MARIA VITÓRIA VIANA,250.397.846-00,98,1926-03-20,"COLÔNIA DE MOURA
MORRO DOS MACACOS
29779-356 CAMPOS / PR",PERNAMBUCO
SR. CALEBE DUARTE,936.124.087-04,60,1963-05-07,"ALAMEDA JOÃO PEDRO CASTRO, 14
VILA FUMEC
55701851 MENDES / AM",BAHIA
LEONARDO COSTELA,624.850.739-29,31,1992-11-16,"VIA DE JESUS
CAETANO FURQUIM
82505-115 COSTA DO GALHO / MG",MARANHÃO
BENÍCIO MOREIRA,136.294.085-24,44,1980-01-21,"FEIRA MARCOS VINICIUS DA CRUZ, 317
LEONINA
67749-105 TEIXEIRA / MA",DISTRITO FEDERAL
LUCCA MENDES,819.720.564-76,83,1940-10-16,"VIA DE FERREIRA, 44
CIDADE JARDIM
02171-958 DA CUNHA DAS FLORES / MG",AMAPÁ
SOPHIE FARIAS,741.608.539-00,87,1936-05-09,"AEROPORTO DE RIBEIRO, 65
MARIQUINHAS
76708298 ARAGÃO DE SILVEIRA / AM",SÃO PAULO
BRUNA DA ROCHA,845.291.376-19,62,1961-06-10,"LOTEAMENTO OTÁVIO FREITAS, 74
CAMPONESA 2ª SEÇÃO
58449619 VIANA DO AMPARO / TO",MATO GROSSO
